link,product_name,map_title,description,date,cartographer,source,image_link,id,width,height
http://www.geographicus.com/P/AntiqueMap/Planisphere-levasseur-1852,Antique Map: 1852 Levasseur Map of the World,Planisphere.,"A visually stunning decorative map of the world dating to 1852, by French map publisher Victor Levasseur.    Levasseur depicts the world on a Mercator Projection, showing the six known continents as well as traces of Antarctica.    The cartographic style of this piece is minimalist, but a few elements do bear special note.  These include the extension of Oregon territory well into British Columbia, reflecting the American claims that later led to the 54 40' dispute.  Also in North America, Texas is identified as an independent nation.  Far to the north both the Northwest Passage over America and the Northeast Passage over Europe and Asia, are drawn as open and practically navigable waterways.   By far this map's most striking feature is its elaborate allegorical border work.  Levasseur composed this map for publication in his magnificent  Atlas Nacionale de la France Illustree , one of the most decorative and beautifully produced atlases to appear in the 19th century.   This particular map is surrounded by four medallions bearing allegorical representation of each season.  Spring, in the upper left, is represented by a young unclothed woman modestly covering herself with garlands.  Summer, in the lower right, is a powerful bearded man wearing an animal skin and surrounded by the bounty of life. Fall, upper right, is a young man reaping the harvest.  And winter, lower left, is a huddled old woman in a barren snow covered setting.    Atop the map is an image of the firmament, with shooting starts, clouds, and a symbolic representation of the Zodiac.  At center is a curious unclothed women with four breasts who appears to be chained to the earth or to a heavy box which she is holding - Pandora?  Adam and Eve appear to her right walking hand in hand through pre-fall Eden.  There too is the serpent, slithering just behind the couple.    At the base of the map an even more interesting scene unfolds in the form of a curious panorama.  Here Jesus sits enthroned, bearing a cross in his left hand and pointing with his right, his head surrounded by a pyramid (a Masonic reference?).  To his left are a stoic crowd including Napoleon, Socrates, and other unidentifiable great men bearing signs reading Paix (peace), Liber (freedom), and Egalite (equality).  Behind them is a domed building that appears to be a Greek or Roman temple.  Opposite this scene, on Jesus' right is a very different scene showing a crowd fleeing in terror - these include a Pharisee holding the Torah and a turbaned Saracen. Behind them are the pyramids of Egypt.  They are running towards what appears to be the jungle in the midst of which is a plinth upon which sets a bust of Satan.  In this we can only assume that Levasseur is attempting to convey the righteousness of reason and logic over emotion and old world superstition. Publised by V. Levasseur as page no. 95 in the 1852 edition of his  Atlas National de la France Illustree.",1852 (undated),http://www.geographicus.com/mm5/cartographers/levasseur.txt,"Levassuer, V., <i>Atlas National Illustre des 86 Departements et des Possessions de La France Divise par Arrondissements, Cantons  et Communea avec La Trace de Toutes Les Routes, Chemins,de fer et Canaux.</i>, 1852 edition.",http://www.geographicus.com/mm5/graphics/00000001/L/Planisphere-levasseur-1852.jpg,Planisphere-levasseur-1852,16.5,12.5
http://www.geographicus.com/P/AntiqueMap/AmeriqueSeptentrionale-levassuer-1852,Antique Map: 1852 Levasseur Map of North America (w/ Republic of Texas),Amerique Septentrionale.,"A visually stunning decorative map of North America dating to 1852, by French map publisher Victor Levasseur.    Levasseur published several different editions of his North America map - this being the most desirable due to its depictions of the ephemeral Republic of Texas.   Though cartographically minimalist, there are a number of additional important elements that are worthy of note.  These include the extension of Oregon territory well into British Columbia, reflecting the American claims that later led to the 54 40' dispute.   Also, the Northwest Passage from Atlantic to Pacific is drawn as an open and practically navigable seaway.   By far this map's most striking feature is its elaborate allegorical border work.  Levasseur composed this map for publication in his magnificent  Atlas Nacionale de la France Illustree , one of the most decorative and beautifully produced atlases to appear in the 19th century.   This particular map is surrounded by wide and elaborate illustrative border work showing the cultural, natural, and trade richness of the Americas.  The left hand side of  the map depicts European seamen bargaining for indigenous products.  In the background is a Mesoamerican style pyramid, dramatic mountain scenery, and a railroad train.  The right hand side of the map shows a cross-section of the flora and fauna common to the continent, including a Bison, vultures, a polar bear, an elk, a fox and an alligator.  In the undergrowth, a leopard lies hidden.  At the base of the map a classically dressed woman lounges with a St. Bernard and  Bale of Cotton.  To either side her text boxes offer additional information about the discovery, history, and culture of the region.  A population table appearing at the bottom of the map gives statistics for the Arctic (50,000), Alaska or Russian America (50,000), British America (1,200,000), the United States (19,000,000), Texas (200,000), Mexico (8,000,000), Guatemala (3,000,000), and the Antilles (2,720,000)  Publised by V. Levasseur in the 1852 edition of his  Atlas National de la France Illustree.",1852 (undated),http://www.geographicus.com/mm5/cartographers/levasseur.txt,"Levassuer, V., <i>Atlas National Illustre des 86 Departements et des Possessions de La France Divise par Arrondissements, Cantons  et Communea avec La Trace de Toutes Les Routes, Chemins,de fer et Canaux.</i>, 1852 edition.",http://www.geographicus.com/mm5/graphics/00000001/L/AmeriqueSeptentrionale-levassuer-1852.jpg,AmeriqueSeptentrionale-levassuer-1852,16.5,12.5
http://www.geographicus.com/P/AntiqueMap/BlackHills-custer-1874,Antique Map: 1874 Ludlow and Custer Map of The Black Hills,"Map of a Reconnaissance of the Black Hills, July and August, 1874, With troops under command of Lt. Col. G. A. Custer, 7th Cavalry, by Capt. Wm Ludlow Corps of Engineers.","George Armstrong Custer and William Ludlow's seminal 1874 map of the Black Hills, Dakota Territory, covering from the Missouri to the Powder River and from the 47th to the 43rd parallel.  In 1874 one thousand cavalrymen under the command of Lt. Col. George Armstrong Custer moved into the Black Hills region of Dakota Territory.  Though officially American Indian territory according to the 1868 Treaty of Laramie, rumors had been circulating since the early 19th century that this region harbored rich deposits of gold.  Custer and his men were sent to investigate.  With Custer was William Ludlow, an officer of the Army Corps of Engineers ( inheritor of the legacy left by the Topographical Engineers ) whose commission was to explore and survey the region, identifying in the process if the rumored gold did indeed exist.    Ludlow and Custer traveled west from Fort Lincoln on the Missouri River (near Bismarck) to the Powder River, thence north and South into the Black Hills.   Their path, many camp sites, and survey triangulation points are documented throughout.   Ludlow compounded his work by attaching it to pre-existing exploratory survey work performed by Reynolds in 1859-60, Warren in 1857, and Sully in 1864, and to the Northern Pacific Railroad Surveys performed in 1871 and 1872, all of which are noted.   As a whole this map is full of fascinating detail, which lead map historian C. I. Wheat to call it a most interesting map.  Throughout Ludlow offers commentary on the territory such as High hills heavily timbered Water and grass abundant, grass and water good, bad lands and soil and loose dry clay.  In addition to his scientific and geological notations, Ludlow also offers some interesting historical commentary such identifying the site where they killed the Rees and where the sick man was killed.  these both possibly reference events on the 1871 Pacific Railroad Survey wherein friendly Indian guides of the Rees tribe were killed by raiding Sioux.   Ultimately, Custer and his men did find gold in the Black Hills, leading to the 1876 Black Hills Gold Rush. Completely disregarding the Treaty of Laramie, gold hungry settlers rushed into the region, coming into immediate conflict with  the warlike Sioux.  Custer's foolish attack on the Sioux encampment and the subsequent massacre at Little Big Horn were a direct result of this conflict.  Ultimately the Black Hills Gold discovery turned out to be one of the greatest gold strikes in history, producing 10% of the world's gold supply for the next 125 years.  Published along with two other maps in Ludlow's 1874  Report of a Reconnaissance of the Black Hills .",1874 (dated),http://www.geographicus.com/mm5/cartographers/topoengin.txt,"Ludlow, W., <i>Report of a Reconnaissance of the Black Hills</i>, 1874.",http://www.geographicus.com/mm5/graphics/00000001/L/BlackHills-custer-1874.jpg,BlackHills-custer-1874,21.5,25.5
http://www.geographicus.com/P/AntiqueMap/Corsica-levasseur-1852,"Antique Map: 1852 Levasseur Map of Corsica ( La Corse ), France",Dept. de la Corse.,"A visually stunning decorative map of Corsica (La Corse) dating to 1852, by French map publisher Victor Levasseur.    Levasseur published several different editions of his Corsica map - this being first.  The island of Corsica is drawn inconsiderable detail showing its many forests, roadways, cities, and three primary districts. By far this map's most striking feature is its elaborate allegorical border work.  Levasseur composed this map for publication in his magnificent  Atlas Nacionale de la France Illustree , one of the most decorative and beautifully produced atlases to appear in the 19th century.  This particular map is surrounded on all sides with elaborate illustrative border work showing the cultural, natural, and trade richness of Corsica.  Napoleon Bonaparte, Corsica's most celebrated son, appears at the top of the  map, over a great imperial Eagle.  To his right and left appear Paoli, a Corsican Nationalist Leader, and Loetitia, Napoleon's mother.  The remainder of the decorative border work is given to displacing the the many products of Corsica, including Goats, honey, wines, distilled spirits, seafood, cheese, and sardines.   Publised by V. Levasseur in the 1852 edition of his  Atlas National de la France Illustree.",1852 (undated),http://www.geographicus.com/mm5/cartographers/levasseur.txt,"Levassuer, V., <i>Atlas National Illustre des 86 Departements et des Possessions de La France Divise par Arrondissements, Cantons  et Communea avec La Trace de Toutes Les Routes, Chemins,de fer et Canaux.</i>, 1852 edition.",http://www.geographicus.com/mm5/graphics/00000001/L/Corsica-levasseur-1852.jpg,Corsica-levasseur-1852,12.5,16.5
http://www.geographicus.com/P/AntiqueMap/BeijingTopo-gov-1954,"Antique Map: 1954 Chinese Topographical Map Set of Beijing, China (45 Maps)",Beijing.,"This is an extraordinarily rare set of 45 post-Liberation topographical maps Beijing or Peking, China.  They were issued in 1954 by the People's Republic of China and are de-accessioned library pieces.  Each map focuses on a different portion of the city and, as a whole, forms one of the most highly detailed mappings of Beijing and the surrounding areas available.  Covers such important sites as Tiananmen, the Summer Palace, the Forbidden City, and countless other locales.   All text in Chinese. Each of the 45 Maps measures 54 x 64 cm.  This is a once in a lifetime opportunity to own this exceedingly rare map set.",1954 (dated),,,http://www.geographicus.com/mm5/graphics/00000001/L/BeijingTopo-gov-1954.jpg,BeijingTopo-gov-1954,21.25,25.25
http://www.geographicus.com/P/AntiqueMap/CapeCod-gaffney-1932,"Antique Map: 1932 Walter M. Gaffney Map of Cape Cod, Massachusetts",A Map of Cape Cod.,"This unusual map of Cape Cod was drawn in 1932 by the Cape Cod architect Walter M. Gaffney.  .  This particular map was drawn by  Hyannis architect Walter M. Gaffney during the Great Depression.  According to his daughter, Gaffney issued this map to make supplemental money while the architecture business suffered a downturn.  This is considered a figurative map or a decorative map, and reflects a style that first began to appear around 1910.  As a map its intention is not so much to provide direction as to illustrate the character, famous places, and historical appeal of Cape Cod.  Cartographically speaking, this map style most likely draws its inspiration from late 19th century tourist maps and railroad maps.  Tourist Maps,  common to major cities in Europe (usually Paris or London), included profiles of notable buildings and monuments and were designed to help foreign tourists identify and navigate to the most important sights.  Railroad Maps are a related genre more common to the United States.  During the later part of the 19th century railroad boom, railroad companies began issuing decorative route maps extolling the virtues various regions and their accessibility by rail.    Standing somewhere between this two map styles, our map combines the decorative aspects of both while reducing cartographic value.  It may be hard to get from A to B using this map, but its attractive design and decorative flourishes, make it an excellent souvenir and memento of a wonderful Cape Cod vacation.",1932 (dated),,,http://www.geographicus.com/mm5/graphics/00000001/L/CapeCod-gaffney-1932.jpg,CapeCod-gaffney-1932,21,18
http://www.geographicus.com/P/AntiqueMap/Asia-levasseur-1852,Antique Map: 1852 Levasseur Map of Asia,Asie.,"A visually stunning decorative map of Asia dating to 1852, by French map publisher Victor Levasseur.    Covers the entire continent of Asia as well as parts adjacent parts Europe and Africa.  Shows the Chinese Empire including Tibet and Mongolia.  In Southeast Asia the Kingdoms of Annam, Chochine, Tonkin, Siam, and Burma are noted.  Singapore is identified.  Afghanistan is divided into the Kingdom of Kaboul, the Kingdom of Heral, and the Confederation of Belouchistan. Several islands in the Russian Arctic, including Nova Zembla and the New Siberia Islands are mapped vaguely.   Curiously, Levasseur identifies one of the Japanese Kuril  Islands as the land of Compagnie, a semi-mythical island sought by many early explorers of this region including Behring and Cook.  By far this map's most striking feature is its elaborate allegorical border work.  Levasseur composed this map for publication in his magnificent  Atlas Nacionale de la France Illustree , one of the most decorative and beautifully produced atlases to appear in the 19th century.  This particular map is surrounded on all sides with elaborate allegorical border work.  Surrounding the map are ten medallions intended to represent life in Asia - though most of the these seem to focus on India, at the time the most known of Asian lands.  To the left of the map proper is an enthroned woman, a most likely representation of Hesione, the wife of Prometheus, who is commonly associated with Asia. Curiously the figure holds a  main de justice , a kind of scepter with a hand of benediction on top, it her right hand.  The  main de justice  was initially a symbol of royal French power and in this case is a possible reference to the French claims to Indochina.  Right of the map Adam and Eve are drawn relaxing in Eden, with a benevolent God figure looking on.  As with most Levasseur depictions of god, his halo is pyramidal, a possibly Masonic reference.  Levassuer's choice to add Adam and Eve to this map is a reference to mediaeval beliefs that Eden lay in the seas beyond Asia.  Various exotic animals including a bear, a buffalo, an rhino, a tiger, and an crocodile appear at the bottom of the map.   Publised by V. Levasseur in the 1852 edition of his  Atlas National de la France Illustree.",1852 (undated),,"Levassuer, V., <i>Atlas National Illustre des 86 Departements et des Possessions de La France Divise par Arrondissements, Cantons  et Communea avec La Trace de Toutes Les Routes, Chemins,de fer et Canaux.</i>, 1852 edition.",http://www.geographicus.com/mm5/graphics/00000001/L/Asia-levasseur-1852.jpg,Asia-levasseur-1852,16.5,12.5
http://www.geographicus.com/P/AntiqueMap/ParisMonumental-robelin-1932,"Antique Map: 1932 Robelin Map of Paris, France w/Monuments",Paris Monumental et Metropolitain.,"This is an extremely attractive c. 1932 tourist pocket map of Paris, France.  Covers the old walled city of Paris and the immediate vicinity.  Important buildings are shown in profile, including the Eiffel Tower.  Shows both the train and Metro lines throughout the city.  Though undated we can assign an approximate date due to the development of the subway system and the map's overall style and construction.  Attached to original red paper booklet.  Prepared by Robelin.",1932 (undated),,,http://www.geographicus.com/mm5/graphics/00000001/L/ParisMonumental-robelin-1932.jpg,ParisMonumental-robelin-1932,26.5,21
http://www.geographicus.com/P/AntiqueMap/Paris-garnier-1864,"Antique Map: 1864 Garnier Map of Pairs, France w/Monuments",Plan de Paris Illustre 1864.,"An extremely attractive map of Paris, France issued in 1864 by the Garnier Freres.  Covers the old walled city of Paris and the immediate vicinity.  Important buildings are shown in profile.  All major streets are identified.  Color coded according to arrondissements.  The four corners are occupied by a street index.  The Coat of Arms of Paris appears in the upper right and left quadrants.",1864 (dated),http://www.geographicus.com/mm5/cartographers/garnier.txt,,http://www.geographicus.com/mm5/graphics/00000001/L/Paris-garnier-1864.jpg,Paris-garnier-1864,25,19
http://www.geographicus.com/P/AntiqueMap/Paris-guilmin-1890,"Antique Map: 1890 Guilmin Map of Paris, France w/Monuments",Nouveau Plan de Paris Monumental.,"An attractive map of Paris, France issued in c. 1890 by L. Guilmin.  Covers the old walled city of Paris and the immediate vicinity, especially to the west.  Important buildings are shown in profile.  All major streets are identified.  Identifies numerous buildings and a number of surrounding communities and gardens, including the Bois de Boulogne.",1890 (undated),http://www.geographicus.com/mm5/cartographers/guilmin.txt,,http://www.geographicus.com/mm5/graphics/00000001/L/Paris-guilmin-1890.jpg,Paris-guilmin-1890,28.5,21
http://www.geographicus.com/P/AntiqueMap/Paris-vuillemin-1889,"Antique Map: 1889 Vuillemin Map of Paris, France",Nouveau Plan Complet Illustre de la Ville de Paris en 1889.,"A bright and stunning map of Paris made by A. Vuillemin for the 1889 Exposition Universelle (World's Fair).  Covers the walled center of Paris as well as its immediate vicinity to the west, including the Bois de Boulogne.  Important buildings are noted throughout and often shown in profile.  The park where the 1880 Exposition Universelle was held, called the Champ de Mars, is noted.  At the western end of the Champ de Mars,  the Eiffel Tower is also noted as Tour Eiffel 300 Meters.  It is actually 324 meters.  The Eiffel Tower was built to be the entry arch to the 1889 Exposition.  That the Eiffel Tower is not drawn in profile, as are so many of Paris' great monuments, is a curious reminder that, at the time, the iconic structure was considered an eyesore.  The lower right and left quadrants feature architectural views that include many of Paris' most notable buildings out of context.  Indexes scattered around the map indentify theaters, libraries, museums, railroad lines and curiosities.   All text in French.  Color coded by arrondissement. Drawn by A. Vuillemin and engraved by Charles Dyonnet for publication by A. Bes and F. Dubreuil.",1889 (dated),http://www.geographicus.com/mm5/cartographers/vuillemin.txt,,http://www.geographicus.com/mm5/graphics/00000001/L/Paris-vuillemin-1889.jpg,Paris-vuillemin-1889,34,24
http://www.geographicus.com/P/AntiqueMap/Paris-erhard-1870,"Antique Map: 1870 Erhard Map of Paris and Vicinity, France","Paris, ses Environs et ses Fortifications.","An unusual 1870 map of Paris, France, and its vicinity by Dr. Ermete Pierotti.  Centered on Paris,  this map covers the region from Longuesse to Solers and from Cernay to Marchemoret.  Identifies countless towns, cities, forests and chateaux, including Versailles.  Identifies rail lines, roadways, and local  political divisions as well.  Lithograph color.",1870 (dated),http://www.geographicus.com/mm5/cartographers/pierotti.txt,,http://www.geographicus.com/mm5/graphics/00000001/L/Paris-erhard-1870.jpg,Paris-erhard-1870,27.5,21.5
http://www.geographicus.com/P/AntiqueMap/ParisMonumental-laconte-1928,Antique Map: 1928 A. Leconte Map of Paris France w/ Monuments,Nouveau Paris Monumental Inineraire Pratique de L'Etranger Dans Paris.,"This is an extremely attractive c. 1928 tourist pocket map of Paris, France.  Covers the old walled city of Paris and the immediate vicinity.  Important buildings are shown in profile, including the Eiffel Tower, the Arc de Triomphe, Sacre-Coeur, the Pantheon, and others.  Shows both the train and Metro lines throughout the city.  This map was issued in various editions from, roughly 1900 to 1937.  Though most examples are undated we can assign an approximate date due to the development of the Metro system and the map's overall style and construction.  Attached to original red paper booklet which is itself split at spine.  A similar map of the greater Paris environs appears on the verso.  Engraved by L. Poulmarie and printed by Gaston Maillet.  Published by A. Leconte, of 38 Rue St. Croix de la Bretonnerie, Paris.",1928 (undated),http://www.geographicus.com/mm5/cartographers/leconte.txt,"Leconte, A., <i>Plan Monumental Paris & Environs Itineraire Metropolitan</i>, 1928.",http://www.geographicus.com/mm5/graphics/00000001/L/ParisMonumental-laconte-1928.jpg,ParisMonumental-laconte-1928,27,21
http://www.geographicus.com/P/AntiqueMap/ComparativeMountains-thomson-1817,Antique Map: 1817 Thomson Map of the Comparative Heights of the World's Great Mountains,A Comparative View of the  Heights of the Principal Mountains and other Elevations in the World.,"This is one of the earliest and most interesting takes on the comparative heights of principal mountains theme.  Comparative mountains charts first appeared in the late 18th and early 19th century.  Initially these charts focused on Europe or even signal countries, but by the early 19th century the explorations of the world's great peaks had reached a point where such a chart could be composed on a global level.  John Thompson, the preeminent Scottish cartographer of the period, introduced this chart, one of the first and most interesting of the genre.  Covering both the eastern and western hemispheres, this chart shows not only the heights of mountains, but also compares them to important buildings, cities, vegetation limits, and even fauna.   Thompson divides his map in to the western hemisphere, on the left, and the eastern hemisphere on the right.  In the Western Hemisphere, he identifies the Ecuadorian peak of Chimborazo at the highest mountains - the great Chilean peaks had not yet been discovered.  Just below the summit of Chimborazo, a tiny speck represents a rare Andean Condor in flight with a highest altitude of 21,000 feet.  About halfway down on the left side of Chimborazo, another little speck, this time in the shape of a man, indicated the highest elevation attained by the naturalist Alexander von Humboldt.    Also identified are various high evolution towns and cities including Mexico City, Lake Toluca, Quito, and Caracas, among others.  On the right hand side of Thompson's map chart, the behemoths of the Eastern Hemisphere dwarf the mountains of the west.  Here, Nepal's Dhaulagiri, 27,677 feet, is identified as the world's greatest mountain.  Everest and many of the other great Himalayan peaks had not yet been discovered - today we know that Dhaulagiri, though certainly a mighty peak, is only 8th.  Engraved by the firm of W. and D. Lizars for John Thomson's 1817 edition of  Thomson's New General Atlas .",1817 (undated),http://www.geographicus.com/mm5/cartographers/thomson.txt,"Thomson, J.,  <i>Thomson's New General Atlas</i>, 1817.",http://www.geographicus.com/mm5/graphics/00000001/L/ComparativeMountains-thomson-1817.jpg,ComparativeMountains-thomson-1817,25.5,20
http://www.geographicus.com/P/AntiqueMap/ParisMonumental-lecontejoly-1926,"Antique Map: 1927 Leconte and Joly Map of Paris, France w/ Monuments",Paris Monumental.,"This is an extremely attractive 1926 tourist pocket map of Paris, France.  Covers the old walled city of Paris and the immediate vicinity.  Important buildings are shown in profile, including the Eiffel Tower, the Arc de Triomphe, Sacre-Coeur, the Pantheon, and others.  Shows both the train and Metro lines throughout the city.  This map was issued in various editions from, roughly 1900 to 1937.  Though most examples are undated we can assign an approximate date due to the development of the Metro system and the map's overall style and construction.  Attached to original red paper booklet which is itself split at spine.  A similar map of the greater Paris environs appears on the verso.      Published by L. Joly and A. Leconte, of 15 Quai Saint-Michel, Paris.",1826 (undated),http://www.geographicus.com/mm5/cartographers/leconte.txt,"Joly, L. and Leconte, J., <i>Plan Commode de Paris avec L'itineraire des Autobus & Tramways Metropolitain</i>, 1926.",http://www.geographicus.com/mm5/graphics/00000001/L/ParisMonumental-lecontejoly-1926.jpg,ParisMonumental-lecontejoly-1926,22.5,16
http://www.geographicus.com/P/AntiqueMap/SolarSystem-black-1873,Antique Map: 1873 A. and C. Black Map or Chart of the Solar System,The Solar System. - Theory of the Seasons.,"This is Adam and Charles Black's 1873 chart of the Solar System and the Theory of the Seasons.  The Black brothers introduced this map in the 1850s and it went through a series of revisions and editions well into the 1880s.  This example, from 1873, is one of the first editions of this map to make use of chromolithographic printing techniques - previous editions were black and white.   The left hand side of the chart shows the Solar System with extensive explanatory text.  The right hand side of the map offers a number of charts showing how the rotation of the earth around the sun affects the seasons. Also offers charts on the tides, eclipses, the phases of the moon, summer and winder, the atmosphere, and a mariners Compass.  Engraved by J. Bartholomew and printed by W. H. M Earlane, both of Edinburgh, for the publishing firm of Adam and Charles Black.   Issued as plate no. 7 in the 1873 edition of  Black's General Atlas of the World .",1873 (undated),http://www.geographicus.com/mm5/cartographers/black.txt,"Black A. and C., <i>General Atlas Of The World</i>, 1873.",http://www.geographicus.com/mm5/graphics/00000001/L/SolarSystem-black-1873.jpg,SolarSystem-black-1873,16.5,10.5
http://www.geographicus.com/P/AntiqueMap/Boston-mitchel-1866,"Antique Map: 1866 Mitchell Map of Boston, Massachusetts",Plan of Boston.,"A beautiful example of S. A. Mitchell Junior’s 1866 map of Boston, Massachusetts.  Depicts Boston along with parts of East Cambridge, Charlestown, East Boston, and South Boston.  Offers wonderful detail at the street level including references to parks, individual streets, trains, piers, ferries, and important buildings.  Colored coded with pastels according to city wards.  An inset in the lower right quadrant depicts Boston Harbor and the greater Boston area. Surrounded by the attractive floral border common to Mitchell atlases between 1860 and 1865.  This variant differs from earlier examples (1860-2) of Mitchell’s Boston only in coloration.  One of the more attractive atlas maps of Boston to appear in the mid 19th century.  Prepared by S. A. Mitchell Jr. for inclusion as plate 20 in the 1866 issue of  Mitchell’s New General Atlas .   Like many American map publishers of this period, Mitchell did not regularly update his copyright, consequently this map is dated and copyrighted to 1860: “Entered according to Act of Congress in the Year 1860 by S. Augustus Mitchell Jr. in the Clerk’s Office of the District Court of the U.S. for the Eastern District of Pennsylvania.",1866 (dated 1860),http://www.geographicus.com/mm5/cartographers/mitchell.txt,"Mitchell, S. A., <i>Mitchell's New General Atlas Containing Maps of the Various Countries of the World, Plans of Cities, Etc., embraced in Fifty-Five Quarto Maps, Forming a series of Eight-Seven Maps and Plans, together with Valuable Statistical Tables</i>, 1866 edition.",http://www.geographicus.com/mm5/graphics/00000001/L/Boston-mitchel-1866.jpg,Boston-mitchel-1866,9.5,11.5
http://www.geographicus.com/P/AntiqueMap/California-mitchell-1866,Antique Map: 1866 Mitchell Map of California,County Map of California.,"A rare 1866 Map of California by the American map publisher S. A. Mitchell Jr.  Covers the region in considerable detail  showing extant and proposed rail lines, cities and counties as well as an assortment of additional topographical information.  Colored coded with pastels according to county.   A large inset in the upper right quadrant details the regions surrounding the Great Salt Lake, in Utah.   Another inset, in the lower left quadrant, details San Francisco Bay.   This is the last edition of this map to use the basic map plate created by Mitchell in 1860.  Subsequent editions replaced the Great Salt Lake inset with an inset of the city of San Francisco. Surrounded by the attractive floral border common to Mitchell atlases between 1860 and 1866.  Prepared by S. A. Mitchell Jr. for inclusion as plate 45 in the 1866 issue of  Mitchell’s New General Atlas .  Like many American map publishers of this period, Mitchell did not regularly update his copyrights, consequently this map is dated and copyrighted to 1860: “Entered according to Act of Congress in the Year 1860 by S. Augustus Mitchell Jr. in the Clerk’s Office of the District Court of the U.S. for the Eastern District of Pennsylvania.",1866 (dated 1860),http://www.geographicus.com/mm5/cartographers/mitchell.txt,"Mitchell, S. A., <i>Mitchell's New General Atlas Containing Maps of the Various Countries of the World, Plans of Cities, Etc., embraced in Fifty-Five Quarto Maps, Forming a series of Eight-Seven Maps and Plans, together with Valuable Statistical Tables</i>, 1866 edition.",http://www.geographicus.com/mm5/graphics/00000001/L/California-mitchell-1866.jpg,California-mitchell-1866,11,13.5
http://www.geographicus.com/P/AntiqueMap/KoreaPanorama-showa11-1936,Antique Map: 1936 Showa 11 Panoramic Map View of Korea,Railroad Map of Korea.,"An extremely attractive 1936 or Showa 11 panoramic view map of Korea.  This uncommon type of map evolved out of traditional Japanese view-style cartography and began to appear in Japan, Taiwan, and Korea in the early 20th century.  Generally speaking such maps  coincided with the development of railroad lines throughout the once vast  Dai Nippon Teikoku  or Japanese Empire.  It is a distinctive style full of artistic flourish that at the same time performs a practical function.  This particular example is  both relatively early and exceptionally beautiful.  It was printed via a multi-color lithographic process with delicate subdued tones and a easily comprehensible intuitive design.  Oriented to the northeast Korea appears in the foreground with major cities and notable geological formations exaggerated in proportion.  In the background we can see parts of Japan and Manchuria.  In addition to rail lines, roadways and seaways are noted.  Folds into itself, accordion style,  with an art deco style cover depicting Seoul at the left end.   Verso features additional Japanese text, a smaller map, and nine photographs showing off the people and country of Korea.",1936 or Showa 11 (dated),,,http://www.geographicus.com/mm5/graphics/00000001/L/KoreaPanorama-showa11-1936.jpg,KoreaPanorama-showa11-1936,24,7
http://www.geographicus.com/P/AntiqueMap/Texas-mitchell-1866,Antique Map: 1866 Mitchell Map of Texas,County Map of Texas.,"A beautiful example of S. A. Mitchell Junior’s 1864 map of Texas and part of New Mexico.  Highly detailed with notations on railroads, topographical features, springs and cities.  Color coded at the county level, with Bexar, Young, Presidio, and El Paso exhibiting primitive configurations. Lower left hand quadrant features an inset map of Galveston Bay and Vicinity.  One of the most attractive atlas maps of Texas to appear in the mid 19th century.  Surrounded by the attractive floral border common to Mitchell atlases between 1860 and 1866.  Prepared by S. A. Mitchell Jr. for inclusion as plate 34 in the 1866 issue of  Mitchell’s New General Atlas .  Like many American map publishers of this period, though he did update his maps, Mitchell did not update his copyrights, consequently this map is dated and copyrighted to 1860: “Entered according to Act of Congress in the Year 1860 by S. Augustus Mitchell Jr. in the Clerk’s Office of the District Court of the U.S. for the Eastern District of Pennsylvania.",1866 (dated 1860),http://www.geographicus.com/mm5/cartographers/mitchell.txt,"Mitchell, S. A., <i>Mitchell's New General Atlas Containing Maps of the Various Countries of the World, Plans of Cities, Etc., embraced in Fifty-Five Quarto Maps, Forming a series of Eight-Seven Maps and Plans, together with Valuable Statistical Tables</i>, 1866 edition.",http://www.geographicus.com/mm5/graphics/00000001/L/Texas-mitchell-1866.jpg,Texas-mitchell-1866,13.5,11
